HomeTeam,year,cpi,unemp,population
MIA,2011,219.7,11.1,400135.0
OAK,2011,236.3,8.6,399000.0
PHI,2011,236.4,8.4,6040000.0
TBA,2011,238.2,9.0,2883157.0
TEX,2011,209.8,7.9,7280051.0
TOR,2011,107.7,8.2,2832295.0
CHN,2011,233.8,9.5,2685375.0
CIN,2011,214.4,7.9,332136.0
CLE,2011,206.6,9.9,457405.0
COL,2011,240.1,8.0,662327.0
KCA,2011,234.8,6.8,477016.0
LAN,2011,267.6,11.0,3945795.0
MIA,2011,219.7,11.1,400135.0
NYA,2011,236.7,8.2,8400000.0
OAK,2011,236.3,8.6,399000.0
PHI,2011,236.4,8.4,6040000.0
SLN,2011,211.2,9.0,306086.0
TBA,2011,238.2,9.0,2883157.0
TEX,2011,209.8,7.9,7280051.0
TOR,2011,107.7,8.2,2832295.0
WAS,2011,244.7,6.5,659009.0
CHN,2011,233.8,9.5,2685375.0
CIN,2011,214.4,7.9,332136.0
CLE,2011,206.6,9.9,457405.0
KCA,2011,234.8,6.8,477016.0
LAN,2011,267.6,11.0,3945795.0
MIA,2011,219.7,11.1,400135.0
NYA,2011,236.7,8.2,8400000.0
OAK,2011,236.3,8.6,399000.0
PHI,2011,236.4,8.4,6040000.0
SLN,2011,211.2,9.0,306086.0
TBA,2011,238.2,9.0,2883157.0
TEX,2011,209.8,7.9,7280051.0
TOR,2011,107.7,8.2,2832295.0
WAS,2011,244.7,6.5,659009.0
BAL,2011,257.4,7.6,612864.0
CHN,2011,233.8,9.5,2685375.0
MIL,2011,232.9,7.1,571529.0
NYA,2011,236.7,8.2,8400000.0
SLN,2011,211.2,9.0,306086.0
TEX,2011,209.8,7.9,7280051.0
CHN,2011,233.8,9.5,2685375.0
CIN,2011,214.4,7.9,332136.0
CLE,2011,206.6,9.9,457405.0
COL,2011,240.1,8.0,662327.0
KCA,2011,234.8,6.8,477016.0
MIA,2011,219.7,11.1,400135.0
MIL,2011,232.9,7.1,571529.0
NYA,2011,236.7,8.2,8400000.0
PHI,2011,236.4,8.4,6040000.0
SDN,2011,238.0,7.5,1491110.0
SLN,2011,211.2,9.0,306086.0
TBA,2011,238.2,9.0,2883157.0
TEX,2011,209.8,7.9,7280051.0
TOR,2011,107.7,8.2,2832295.0
BAL,2011,257.4,7.6,612864.0
CHN,2011,233.8,9.5,2685375.0
CIN,2011,214.4,7.9,332136.0
CLE,2011,206.6,9.9,457405.0
COL,2011,240.1,8.0,662327.0
KCA,2011,234.8,6.8,477016.0
MIA,2011,219.7,11.1,400135.0
MIL,2011,232.9,7.1,571529.0
PHI,2011,236.4,8.4,6040000.0
SDN,2011,238.0,7.5,1491110.0
SLN,2011,211.2,9.0,306086.0
TBA,2011,238.2,9.0,2883157.0
TEX,2011,209.8,7.9,7280051.0
TOR,2011,107.7,8.2,2832295.0
BAL,2011,257.4,7.6,612864.0
CHA,2011,233.8,9.5,2685375.0
CIN,2011,214.4,7.9,332136.0
CLE,2011,206.6,9.9,457405.0
MIA,2011,219.7,11.1,400135.0
MIL,2011,232.9,7.1,571529.0
NYA,2011,236.7,8.2,8400000.0
PHI,2011,236.4,8.4,6040000.0
PIT,2011,225.2,7.0,2250000.0
TOR,2011,107.7,8.2,2832295.0
ANA,2011,267.6,11.0,3945795.0
ARI,2011,238.7,8.5,4800000.0
ATL,2011,255.5,10.2,515771.0
BOS,2011,255.6,7.1,610329.0
CHA,2011,233.8,9.5,2685375.0
DET,2011,235.1,12.0,870662.0
HOU,2011,242.3,7.9,2568223.0
MIL,2011,232.9,7.1,571529.0
MIN,2011,226.2,5.8,389963.0
NYN,2011,236.7,8.2,8400000.0
PIT,2011,225.2,7.0,2250000.0
SDN,2011,238.0,7.5,1491110.0
SEA,2011,231.3,7.4,672107.0
SFN,2011,275.0,7.6,878040.0
ANA,2011,267.6,11.0,3945795.0
ARI,2011,238.7,8.5,4800000.0
ATL,2011,255.5,10.2,515771.0
BAL,2011,257.4,7.6,612864.0
BAL,2011,257.4,7.6,612864.0
BOS,2011,255.6,7.1,610329.0
CHA,2011,233.8,9.5,2685375.0
DET,2011,235.1,12.0,870662.0
HOU,2011,242.3,7.9,2568223.0
MIL,2011,232.9,7.1,571529.0
MIN,2011,226.2,5.8,389963.0
NYN,2011,236.7,8.2,8400000.0
PIT,2011,225.2,7.0,2250000.0
SDN,2011,238.0,7.5,1491110.0
SEA,2011,231.3,7.4,672107.0
SFN,2011,275.0,7.6,878040.0
ANA,2011,267.6,11.0,3945795.0
ARI,2011,238.7,8.5,4800000.0
ATL,2011,255.5,10.2,515771.0
BAL,2011,257.4,7.6,612864.0
BOS,2011,255.6,7.1,610329.0
CHA,2011,233.8,9.5,2685375.0
DET,2011,235.1,12.0,870662.0
HOU,2011,242.3,7.9,2568223.0
MIL,2011,232.9,7.1,571529.0
MIN,2011,226.2,5.8,389963.0
NYN,2011,236.7,8.2,8400000.0
PIT,2011,225.2,7.0,2250000.0
SDN,2011,238.0,7.5,1491110.0
SEA,2011,231.3,7.4,672107.0
SFN,2011,275.0,7.6,878040.0
ANA,2011,267.6,11.0,3945795.0
ARI,2011,238.7,8.5,4800000.0
BOS,2011,255.6,7.1,610329.0
CHA,2011,233.8,9.5,2685375.0
DET,2011,235.1,12.0,870662.0
HOU,2011,242.3,7.9,2568223.0
NYN,2011,236.7,8.2,8400000.0
SDN,2011,238.0,7.5,1491110.0
SEA,2011,231.3,7.4,672107.0
SFN,2011,275.0,7.6,878040.0
ANA,2011,267.6,11.0,3945795.0
ARI,2011,238.7,8.5,4800000.0
ATL,2011,255.5,10.2,515771.0
BOS,2011,255.6,7.1,610329.0
CHA,2011,233.8,9.5,2685375.0
DET,2011,235.1,12.0,870662.0
HOU,2011,242.3,7.9,2568223.0
MIN,2011,226.2,5.8,389963.0
SDN,2011,238.0,7.5,1491110.0
SEA,2011,231.3,7.4,672107.0
SFN,2011,275.0,7.6,878040.0
WAS,2011,244.7,6.5,659009.0
ANA,2011,267.6,11.0,3945795.0
ARI,2011,238.7,8.5,4800000.0
ATL,2011,255.5,10.2,515771.0
CHA,2011,233.8,9.5,2685375.0
DET,2011,235.1,12.0,870662.0
HOU,2011,242.3,7.9,2568223.0
MIN,2011,226.2,5.8,389963.0
NYA,2011,236.7,8.2,8400000.0
NYN,2011,236.7,8.2,8400000.0
PIT,2011,225.2,7.0,2250000.0
SDN,2011,238.0,7.5,1491110.0
SEA,2011,231.3,7.4,672107.0
SFN,2011,275.0,7.6,878040.0
WAS,2011,244.7,6.5,659009.0
ATL,2011,255.5,10.2,515771.0
HOU,2011,242.3,7.9,2568223.0
KCA,2011,234.8,6.8,477016.0
LAN,2011,267.6,11.0,3945795.0
NYA,2011,236.7,8.2,8400000.0
NYN,2011,236.7,8.2,8400000.0
NYN,2011,236.7,8.2,8400000.0
OAK,2011,236.3,8.6,399000.0
PIT,2011,225.2,7.0,2250000.0
TBA,2011,238.2,9.0,2883157.0
WAS,2011,244.7,6.5,659009.0
ARI,2011,238.7,8.5,4800000.0
BOS,2011,255.6,7.1,610329.0
CHA,2011,233.8,9.5,2685375.0
CIN,2011,214.4,7.9,332136.0
CLE,2011,206.6,9.9,457405.0
COL,2011,240.1,8.0,662327.0
HOU,2011,242.3,7.9,2568223.0
KCA,2011,234.8,6.8,477016.0
LAN,2011,267.6,11.0,3945795.0
NYA,2011,236.7,8.2,8400000.0
OAK,2011,236.3,8.6,399000.0
PHI,2011,236.4,8.4,6040000.0
TBA,2011,238.2,9.0,2883157.0
WAS,2011,244.7,6.5,659009.0
ARI,2011,238.7,8.5,4800000.0
ATL,2011,255.5,10.2,515771.0
ATL,2011,255.5,10.2,515771.0
BOS,2011,255.6,7.1,610329.0
CHA,2011,233.8,9.5,2685375.0
CIN,2011,214.4,7.9,332136.0
CLE,2011,206.6,9.9,457405.0
COL,2011,240.1,8.0,662327.0
HOU,2011,242.3,7.9,2568223.0
KCA,2011,234.8,6.8,477016.0
LAN,2011,267.6,11.0,3945795.0
NYA,2011,236.7,8.2,8400000.0
OAK,2011,236.3,8.6,399000.0
TBA,2011,238.2,9.0,2883157.0
ARI,2011,238.7,8.5,4800000.0
ATL,2011,255.5,10.2,515771.0
BOS,2011,255.6,7.1,610329.0
CHA,2011,233.8,9.5,2685375.0
CIN,2011,214.4,7.9,332136.0
CLE,2011,206.6,9.9,457405.0
COL,2011,240.1,8.0,662327.0
HOU,2011,242.3,7.9,2568223.0
KCA,2011,234.8,6.8,477016.0
LAN,2011,267.6,11.0,3945795.0
NYA,2011,236.7,8.2,8400000.0
OAK,2011,236.3,8.6,399000.0
PHI,2011,236.4,8.4,6040000.0
TBA,2011,238.2,9.0,2883157.0
WAS,2011,244.7,6.5,659009.0
WAS,2011,244.7,6.5,659009.0
BAL,2011,257.4,7.6,612864.0
BOS,2011,255.6,7.1,610329.0
CHN,2011,233.8,9.5,2685375.0
CIN,2011,214.4,7.9,332136.0
COL,2011,240.1,8.0,662327.0
KCA,2011,234.8,6.8,477016.0
LAN,2011,267.6,11.0,3945795.0
PHI,2011,236.4,8.4,6040000.0
SEA,2011,231.3,7.4,672107.0
TBA,2011,238.2,9.0,2883157.0
TEX,2011,209.8,7.9,7280051.0
BAL,2011,257.4,7.6,612864.0
CIN,2011,214.4,7.9,332136.0
COL,2011,240.1,8.0,662327.0
KCA,2011,234.8,6.8,477016.0
LAN,2011,267.6,11.0,3945795.0
MIA,2011,219.7,11.1,400135.0
NYN,2011,236.7,8.2,8400000.0
OAK,2011,236.3,8.6,399000.0
PHI,2011,236.4,8.4,6040000.0
SEA,2011,231.3,7.4,672107.0
TBA,2011,238.2,9.0,2883157.0
TEX,2011,209.8,7.9,7280051.0
TOR,2011,107.7,8.2,2832295.0
BAL,2011,257.4,7.6,612864.0
CHN,2011,233.8,9.5,2685375.0
CHN,2011,233.8,9.5,2685375.0
CIN,2011,214.4,7.9,332136.0
COL,2011,240.1,8.0,662327.0
KCA,2011,234.8,6.8,477016.0
LAN,2011,267.6,11.0,3945795.0
MIA,2011,219.7,11.1,400135.0
NYN,2011,236.7,8.2,8400000.0
OAK,2011,236.3,8.6,399000.0
PHI,2011,236.4,8.4,6040000.0
SEA,2011,231.3,7.4,672107.0
SLN,2011,211.2,9.0,306086.0
SLN,2011,211.2,9.0,306086.0
TBA,2011,238.2,9.0,2883157.0
TEX,2011,209.8,7.9,7280051.0
TOR,2011,107.7,8.2,2832295.0
ANA,2011,267.6,11.0,3945795.0
BAL,2011,257.4,7.6,612864.0
CIN,2011,214.4,7.9,332136.0
KCA,2011,234.8,6.8,477016.0
LAN,2011,267.6,11.0,3945795.0
MIA,2011,219.7,11.1,400135.0
NYN,2011,236.7,8.2,8400000.0
SDN,2011,238.0,7.5,1491110.0
SEA,2011,231.3,7.4,672107.0
SLN,2011,211.2,9.0,306086.0
TBA,2011,238.2,9.0,2883157.0
ANA,2011,267.6,11.0,3945795.0
CHN,2011,233.8,9.5,2685375.0
DET,2011,235.1,12.0,870662.0
MIA,2011,219.7,11.1,400135.0
MIL,2011,232.9,7.1,571529.0
NYN,2011,236.7,8.2,8400000.0
SDN,2011,238.0,7.5,1491110.0
SEA,2011,231.3,7.4,672107.0
SFN,2011,275.0,7.6,878040.0
SLN,2011,211.2,9.0,306086.0
TEX,2011,209.8,7.9,7280051.0
TOR,2011,107.7,8.2,2832295.0
ANA,2011,267.6,11.0,3945795.0
BAL,2011,257.4,7.6,612864.0
CHN,2011,233.8,9.5,2685375.0
DET,2011,235.1,12.0,870662.0
MIA,2011,219.7,11.1,400135.0
MIL,2011,232.9,7.1,571529.0
MIN,2011,226.2,5.8,389963.0
NYN,2011,236.7,8.2,8400000.0
PIT,2011,225.2,7.0,2250000.0
SDN,2011,238.0,7.5,1491110.0
SEA,2011,231.3,7.4,672107.0
SFN,2011,275.0,7.6,878040.0
SLN,2011,211.2,9.0,306086.0
TEX,2011,209.8,7.9,7280051.0
TOR,2011,107.7,8.2,2832295.0
ANA,2011,267.6,11.0,3945795.0
BAL,2011,257.4,7.6,612864.0
CHN,2011,233.8,9.5,2685375.0
DET,2011,235.1,12.0,870662.0
MIA,2011,219.7,11.1,400135.0
MIL,2011,232.9,7.1,571529.0
MIN,2011,226.2,5.8,389963.0
NYN,2011,236.7,8.2,8400000.0
PIT,2011,225.2,7.0,2250000.0
SDN,2011,238.0,7.5,1491110.0
SEA,2011,231.3,7.4,672107.0
SFN,2011,275.0,7.6,878040.0
SLN,2011,211.2,9.0,306086.0
TEX,2011,209.8,7.9,7280051.0
TOR,2011,107.7,8.2,2832295.0
ANA,2011,267.6,11.0,3945795.0
ARI,2011,238.7,8.5,4800000.0
CHN,2011,233.8,9.5,2685375.0
MIA,2011,219.7,11.1,400135.0
MIL,2011,232.9,7.1,571529.0
NYA,2011,236.7,8.2,8400000.0
PIT,2011,225.2,7.0,2250000.0
SDN,2011,238.0,7.5,1491110.0
TEX,2011,209.8,7.9,7280051.0
ANA,2011,267.6,11.0,3945795.0
ARI,2011,238.7,8.5,4800000.0
BAL,2011,257.4,7.6,612864.0
CHN,2011,233.8,9.5,2685375.0
CLE,2011,206.6,9.9,457405.0
DET,2011,235.1,12.0,870662.0
HOU,2011,242.3,7.9,2568223.0
MIA,2011,219.7,11.1,400135.0
MIL,2011,232.9,7.1,571529.0
NYA,2011,236.7,8.2,8400000.0
PIT,2011,225.2,7.0,2250000.0
SDN,2011,238.0,7.5,1491110.0
TEX,2011,209.8,7.9,7280051.0
WAS,2011,244.7,6.5,659009.0
ANA,2011,267.6,11.0,3945795.0
ARI,2011,238.7,8.5,4800000.0
BAL,2011,257.4,7.6,612864.0
CLE,2011,206.6,9.9,457405.0
DET,2011,235.1,12.0,870662.0
HOU,2011,242.3,7.9,2568223.0
MIA,2011,219.7,11.1,400135.0
MIL,2011,232.9,7.1,571529.0
MIN,2011,226.2,5.8,389963.0
NYA,2011,236.7,8.2,8400000.0
PIT,2011,225.2,7.0,2250000.0
SDN,2011,238.0,7.5,1491110.0
TEX,2011,209.8,7.9,7280051.0
WAS,2011,244.7,6.5,659009.0
ARI,2011,238.7,8.5,4800000.0
BAL,2011,257.4,7.6,612864.0
CLE,2011,206.6,9.9,457405.0
DET,2011,235.1,12.0,870662.0
HOU,2011,242.3,7.9,2568223.0
MIN,2011,226.2,5.8,389963.0
MIN,2011,226.2,5.8,389963.0
NYA,2011,236.7,8.2,8400000.0
PIT,2011,225.2,7.0,2250000.0
TEX,2011,209.8,7.9,7280051.0
WAS,2011,244.7,6.5,659009.0
ARI,2011,238.7,8.5,4800000.0
ATL,2011,255.5,10.2,515771.0
BOS,2011,255.6,7.1,610329.0
CHA,2011,233.8,9.5,2685375.0
CIN,2011,214.4,7.9,332136.0
CLE,2011,206.6,9.9,457405.0
COL,2011,240.1,8.0,662327.0
HOU,2011,242.3,7.9,2568223.0
KCA,2011,234.8,6.8,477016.0
LAN,2011,267.6,11.0,3945795.0
NYA,2011,236.7,8.2,8400000.0
OAK,2011,236.3,8.6,399000.0
PHI,2011,236.4,8.4,6040000.0
TBA,2011,238.2,9.0,2883157.0
WAS,2011,244.7,6.5,659009.0
ARI,2011,238.7,8.5,4800000.0
ATL,2011,255.5,10.2,515771.0
BOS,2011,255.6,7.1,610329.0
CHA,2011,233.8,9.5,2685375.0
CIN,2011,214.4,7.9,332136.0
CLE,2011,206.6,9.9,457405.0
COL,2011,240.1,8.0,662327.0
HOU,2011,242.3,7.9,2568223.0
KCA,2011,234.8,6.8,477016.0
LAN,2011,267.6,11.0,3945795.0
NYA,2011,236.7,8.2,8400000.0
OAK,2011,236.3,8.6,399000.0
PHI,2011,236.4,8.4,6040000.0
TBA,2011,238.2,9.0,2883157.0
WAS,2011,244.7,6.5,659009.0
ARI,2011,238.7,8.5,4800000.0
ATL,2011,255.5,10.2,515771.0
BOS,2011,255.6,7.1,610329.0
CHA,2011,233.8,9.5,2685375.0
CIN,2011,214.4,7.9,332136.0
CLE,2011,206.6,9.9,457405.0
COL,2011,240.1,8.0,662327.0
HOU,2011,242.3,7.9,2568223.0
KCA,2011,234.8,6.8,477016.0
LAN,2011,267.6,11.0,3945795.0
NYA,2011,236.7,8.2,8400000.0
OAK,2011,236.3,8.6,399000.0
PHI,2011,236.4,8.4,6040000.0
TBA,2011,238.2,9.0,2883157.0
WAS,2011,244.7,6.5,659009.0
ATL,2011,255.5,10.2,515771.0
BOS,2011,255.6,7.1,610329.0
CHA,2011,233.8,9.5,2685375.0
DET,2011,235.1,12.0,870662.0
LAN,2011,267.6,11.0,3945795.0
OAK,2011,236.3,8.6,399000.0
SDN,2011,238.0,7.5,1491110.0
SLN,2011,211.2,9.0,306086.0
WAS,2011,244.7,6.5,659009.0
ARI,2011,238.7,8.5,4800000.0
BOS,2011,255.6,7.1,610329.0
CHA,2011,233.8,9.5,2685375.0
CIN,2011,214.4,7.9,332136.0
DET,2011,235.1,12.0,870662.0
KCA,2011,234.8,6.8,477016.0
LAN,2011,267.6,11.0,3945795.0
NYN,2011,236.7,8.2,8400000.0
OAK,2011,236.3,8.6,399000.0
PHI,2011,236.4,8.4,6040000.0
SDN,2011,238.0,7.5,1491110.0
SEA,2011,231.3,7.4,672107.0
SLN,2011,211.2,9.0,306086.0
TBA,2011,238.2,9.0,2883157.0
ARI,2011,238.7,8.5,4800000.0
ATL,2011,255.5,10.2,515771.0
ATL,2011,255.5,10.2,515771.0
BOS,2011,255.6,7.1,610329.0
CHA,2011,233.8,9.5,2685375.0
CIN,2011,214.4,7.9,332136.0
DET,2011,235.1,12.0,870662.0
KCA,2011,234.8,6.8,477016.0
LAN,2011,267.6,11.0,3945795.0
NYN,2011,236.7,8.2,8400000.0
OAK,2011,236.3,8.6,399000.0
PHI,2011,236.4,8.4,6040000.0
SDN,2011,238.0,7.5,1491110.0
SEA,2011,231.3,7.4,672107.0
SLN,2011,211.2,9.0,306086.0
TBA,2011,238.2,9.0,2883157.0
ARI,2011,238.7,8.5,4800000.0
ATL,2011,255.5,10.2,515771.0
BOS,2011,255.6,7.1,610329.0
CIN,2011,214.4,7.9,332136.0
DET,2011,235.1,12.0,870662.0
KCA,2011,234.8,6.8,477016.0
NYN,2011,236.7,8.2,8400000.0
OAK,2011,236.3,8.6,399000.0
PHI,2011,236.4,8.4,6040000.0
SEA,2011,231.3,7.4,672107.0
SLN,2011,211.2,9.0,306086.0
TBA,2011,238.2,9.0,2883157.0
ANA,2011,267.6,11.0,3945795.0
BAL,2011,257.4,7.6,612864.0
BOS,2011,255.6,7.1,610329.0
CHN,2011,233.8,9.5,2685375.0
KCA,2011,234.8,6.8,477016.0
MIA,2011,219.7,11.1,400135.0
NYN,2011,236.7,8.2,8400000.0
PHI,2011,236.4,8.4,6040000.0
PIT,2011,225.2,7.0,2250000.0
SDN,2011,238.0,7.5,1491110.0
SEA,2011,231.3,7.4,672107.0
SFN,2011,275.0,7.6,878040.0
SLN,2011,211.2,9.0,306086.0
TEX,2011,209.8,7.9,7280051.0
TOR,2011,107.7,8.2,2832295.0
ANA,2011,267.6,11.0,3945795.0
BAL,2011,257.4,7.6,612864.0
BOS,2011,255.6,7.1,610329.0
CHN,2011,233.8,9.5,2685375.0
KCA,2011,234.8,6.8,477016.0
MIA,2011,219.7,11.1,400135.0
NYN,2011,236.7,8.2,8400000.0
PHI,2011,236.4,8.4,6040000.0
PIT,2011,225.2,7.0,2250000.0
SDN,2011,238.0,7.5,1491110.0
SEA,2011,231.3,7.4,672107.0
SFN,2011,275.0,7.6,878040.0
SLN,2011,211.2,9.0,306086.0
TEX,2011,209.8,7.9,7280051.0
TOR,2011,107.7,8.2,2832295.0
ANA,2011,267.6,11.0,3945795.0
BAL,2011,257.4,7.6,612864.0
BOS,2011,255.6,7.1,610329.0
CHN,2011,233.8,9.5,2685375.0
KCA,2011,234.8,6.8,477016.0
MIA,2011,219.7,11.1,400135.0
NYN,2011,236.7,8.2,8400000.0
PHI,2011,236.4,8.4,6040000.0
PIT,2011,225.2,7.0,2250000.0
SDN,2011,238.0,7.5,1491110.0
SEA,2011,231.3,7.4,672107.0
SFN,2011,275.0,7.6,878040.0
SLN,2011,211.2,9.0,306086.0
TEX,2011,209.8,7.9,7280051.0
TOR,2011,107.7,8.2,2832295.0
ANA,2011,267.6,11.0,3945795.0
BOS,2011,255.6,7.1,610329.0
COL,2011,240.1,8.0,662327.0
HOU,2011,242.3,7.9,2568223.0
MIA,2011,219.7,11.1,400135.0
MIL,2011,232.9,7.1,571529.0
PIT,2011,225.2,7.0,2250000.0
TEX,2011,209.8,7.9,7280051.0
TOR,2011,107.7,8.2,2832295.0
ANA,2011,267.6,11.0,3945795.0
ATL,2011,255.5,10.2,515771.0
BAL,2011,257.4,7.6,612864.0
CHN,2011,233.8,9.5,2685375.0
CLE,2011,206.6,9.9,457405.0
COL,2011,240.1,8.0,662327.0
HOU,2011,242.3,7.9,2568223.0
MIA,2011,219.7,11.1,400135.0
MIL,2011,232.9,7.1,571529.0
MIN,2011,226.2,5.8,389963.0
NYA,2011,236.7,8.2,8400000.0
PIT,2011,225.2,7.0,2250000.0
SFN,2011,275.0,7.6,878040.0
TEX,2011,209.8,7.9,7280051.0
TOR,2011,107.7,8.2,2832295.0
ANA,2011,267.6,11.0,3945795.0
ATL,2011,255.5,10.2,515771.0
BAL,2011,257.4,7.6,612864.0
CHN,2011,233.8,9.5,2685375.0
CLE,2011,206.6,9.9,457405.0
HOU,2011,242.3,7.9,2568223.0
MIA,2011,219.7,11.1,400135.0
MIL,2011,232.9,7.1,571529.0
MIN,2011,226.2,5.8,389963.0
NYA,2011,236.7,8.2,8400000.0
PIT,2011,225.2,7.0,2250000.0
SFN,2011,275.0,7.6,878040.0
TOR,2011,107.7,8.2,2832295.0
ATL,2011,255.5,10.2,515771.0
BAL,2011,257.4,7.6,612864.0
CHN,2011,233.8,9.5,2685375.0
CLE,2011,206.6,9.9,457405.0
COL,2011,240.1,8.0,662327.0
NYA,2011,236.7,8.2,8400000.0
SFN,2011,275.0,7.6,878040.0
ATL,2011,255.5,10.2,515771.0
CHN,2011,233.8,9.5,2685375.0
CIN,2011,214.4,7.9,332136.0
CLE,2011,206.6,9.9,457405.0
COL,2011,240.1,8.0,662327.0
DET,2011,235.1,12.0,870662.0
HOU,2011,242.3,7.9,2568223.0
LAN,2011,267.6,11.0,3945795.0
MIL,2011,232.9,7.1,571529.0
MIN,2011,226.2,5.8,389963.0
NYA,2011,236.7,8.2,8400000.0
OAK,2011,236.3,8.6,399000.0
TBA,2011,238.2,9.0,2883157.0
TEX,2011,209.8,7.9,7280051.0
WAS,2011,244.7,6.5,659009.0
ATL,2011,255.5,10.2,515771.0
CHN,2011,233.8,9.5,2685375.0
CIN,2011,214.4,7.9,332136.0
COL,2011,240.1,8.0,662327.0
DET,2011,235.1,12.0,870662.0
HOU,2011,242.3,7.9,2568223.0
LAN,2011,267.6,11.0,3945795.0
MIL,2011,232.9,7.1,571529.0
MIN,2011,226.2,5.8,389963.0
NYA,2011,236.7,8.2,8400000.0
OAK,2011,236.3,8.6,399000.0
TBA,2011,238.2,9.0,2883157.0
TEX,2011,209.8,7.9,7280051.0
WAS,2011,244.7,6.5,659009.0
ATL,2011,255.5,10.2,515771.0
CIN,2011,214.4,7.9,332136.0
COL,2011,240.1,8.0,662327.0
HOU,2011,242.3,7.9,2568223.0
LAN,2011,267.6,11.0,3945795.0
MIL,2011,232.9,7.1,571529.0
MIN,2011,226.2,5.8,389963.0
NYA,2011,236.7,8.2,8400000.0
OAK,2011,236.3,8.6,399000.0
TBA,2011,238.2,9.0,2883157.0
TEX,2011,209.8,7.9,7280051.0
WAS,2011,244.7,6.5,659009.0
ARI,2011,238.7,8.5,4800000.0
ATL,2011,255.5,10.2,515771.0
BOS,2011,255.6,7.1,610329.0
CHA,2011,233.8,9.5,2685375.0
CIN,2011,214.4,7.9,332136.0
COL,2011,240.1,8.0,662327.0
DET,2011,235.1,12.0,870662.0
KCA,2011,234.8,6.8,477016.0
LAN,2011,267.6,11.0,3945795.0
NYN,2011,236.7,8.2,8400000.0
OAK,2011,236.3,8.6,399000.0
SEA,2011,231.3,7.4,672107.0
SLN,2011,211.2,9.0,306086.0
TBA,2011,238.2,9.0,2883157.0
WAS,2011,244.7,6.5,659009.0
ARI,2011,238.7,8.5,4800000.0
ATL,2011,255.5,10.2,515771.0
CHA,2011,233.8,9.5,2685375.0
CIN,2011,214.4,7.9,332136.0
COL,2011,240.1,8.0,662327.0
KCA,2011,234.8,6.8,477016.0
LAN,2011,267.6,11.0,3945795.0
OAK,2011,236.3,8.6,399000.0
SEA,2011,231.3,7.4,672107.0
SLN,2011,211.2,9.0,306086.0
TBA,2011,238.2,9.0,2883157.0
ARI,2011,238.7,8.5,4800000.0
BAL,2011,257.4,7.6,612864.0
BOS,2011,255.6,7.1,610329.0
CHA,2011,233.8,9.5,2685375.0
CIN,2011,214.4,7.9,332136.0
KCA,2011,234.8,6.8,477016.0
LAN,2011,267.6,11.0,3945795.0
MIA,2011,219.7,11.1,400135.0
NYN,2011,236.7,8.2,8400000.0
OAK,2011,236.3,8.6,399000.0
PHI,2011,236.4,8.4,6040000.0
SDN,2011,238.0,7.5,1491110.0
SEA,2011,231.3,7.4,672107.0
SLN,2011,211.2,9.0,306086.0
TOR,2011,107.7,8.2,2832295.0
ARI,2011,238.7,8.5,4800000.0
BAL,2011,257.4,7.6,612864.0
BOS,2011,255.6,7.1,610329.0
CHA,2011,233.8,9.5,2685375.0
CIN,2011,214.4,7.9,332136.0
KCA,2011,234.8,6.8,477016.0
LAN,2011,267.6,11.0,3945795.0
MIA,2011,219.7,11.1,400135.0
NYN,2011,236.7,8.2,8400000.0
OAK,2011,236.3,8.6,399000.0
PHI,2011,236.4,8.4,6040000.0
SDN,2011,238.0,7.5,1491110.0
SEA,2011,231.3,7.4,672107.0
SLN,2011,211.2,9.0,306086.0
TOR,2011,107.7,8.2,2832295.0
ANA,2011,267.6,11.0,3945795.0
ARI,2011,238.7,8.5,4800000.0
BAL,2011,257.4,7.6,612864.0
BOS,2011,255.6,7.1,610329.0
CHA,2011,233.8,9.5,2685375.0
CLE,2011,206.6,9.9,457405.0
KCA,2011,234.8,6.8,477016.0
MIA,2011,219.7,11.1,400135.0
MIL,2011,232.9,7.1,571529.0
NYA,2011,236.7,8.2,8400000.0
PHI,2011,236.4,8.4,6040000.0
PIT,2011,225.2,7.0,2250000.0
SDN,2011,238.0,7.5,1491110.0
SFN,2011,275.0,7.6,878040.0
TOR,2011,107.7,8.2,2832295.0
ANA,2011,267.6,11.0,3945795.0
ARI,2011,238.7,8.5,4800000.0
BAL,2011,257.4,7.6,612864.0
BOS,2011,255.6,7.1,610329.0
CHA,2011,233.8,9.5,2685375.0
CLE,2011,206.6,9.9,457405.0
KCA,2011,234.8,6.8,477016.0
MIA,2011,219.7,11.1,400135.0
MIL,2011,232.9,7.1,571529.0
NYA,2011,236.7,8.2,8400000.0
PHI,2011,236.4,8.4,6040000.0
PIT,2011,225.2,7.0,2250000.0
SDN,2011,238.0,7.5,1491110.0
SFN,2011,275.0,7.6,878040.0
TOR,2011,107.7,8.2,2832295.0
ANA,2011,267.6,11.0,3945795.0
ARI,2011,238.7,8.5,4800000.0
BAL,2011,257.4,7.6,612864.0
BOS,2011,255.6,7.1,610329.0
CHA,2011,233.8,9.5,2685375.0
CLE,2011,206.6,9.9,457405.0
KCA,2011,234.8,6.8,477016.0
MIA,2011,219.7,11.1,400135.0
MIL,2011,232.9,7.1,571529.0
NYA,2011,236.7,8.2,8400000.0
PHI,2011,236.4,8.4,6040000.0
PIT,2011,225.2,7.0,2250000.0
SDN,2011,238.0,7.5,1491110.0
SFN,2011,275.0,7.6,878040.0
TOR,2011,107.7,8.2,2832295.0
